,week,hour_of_week,ChatsInBlock,rate,treatment
139,1,139,507,0.007120886529305187,0.0
140,1,140,468,0.006539783684078142,0.0
141,1,141,433,0.006518139394851723,0.0
142,1,142,311,0.005089933061652019,0.0
143,1,143,325,0.005695060192405418,0.0
144,1,144,268,0.004800458551264599,0.0
145,1,145,259,0.004715177774945839,0.0
146,1,146,210,0.003786444528587656,0.0
147,1,147,211,0.0035507539041464728,0.0
148,1,148,247,0.003704036950392898,0.0
149,1,149,300,0.004017677782241864,0.0
150,1,150,428,0.005134418599071486,0.0
151,1,151,599,0.006546448087431694,0.0
152,1,152,670,0.006880828164153966,0.0
153,1,153,638,0.006482092964185928,0.0
154,1,154,744,0.007690478897698025,0.0
155,1,155,811,0.008408240282832054,0.0
156,1,156,784,0.008126541866202293,0.0
157,1,157,781,0.008466950705217854,0.0
158,1,158,786,0.00906313058518305,0.0
159,1,159,692,0.008299650982884968,0.0
160,1,160,733,0.00833030275479589,0.0
161,1,161,711,0.007502532500422083,0.0
162,1,162,660,0.007191109174112007,0.0
163,1,163,598,0.0066515394198255915,0.0
164,1,164,527,0.006007751937984496,0.0
165,1,165,384,0.0046183265782289195,0.0
166,1,166,319,0.003748795449737937,0.0
167,1,167,260,0.0030114551119450527,0.0
168,2,0,293,0.003296802214370907,0.0
169,2,1,247,0.0026970954356846473,0.0
170,2,2,229,0.002501365374112507,0.0
171,2,3,254,0.0024443524871767728,0.0
172,2,4,302,0.0019263889774829368,0.0
173,2,5,430,0.001798072299232683,0.0
174,2,6,596,0.0021714814531437294,0.0
175,2,7,667,0.002508197707650191,0.0
176,2,8,812,0.003208167393640559,0.0
177,2,9,807,0.003576049772231774,0.0
178,2,10,812,0.0037619936713259175,0.0
179,2,11,834,0.003985815467258008,0.0
180,2,12,893,0.004548070507825431,0.0
181,2,13,941,0.005247250908928691,0.0
182,2,14,837,0.005739441690152435,0.0
183,2,15,788,0.006635957118916689,0.0
184,2,16,749,0.006616841584508286,0.0
185,2,17,690,0.006418186722725032,0.0
186,2,18,662,0.006526539947945421,0.0
187,2,19,684,0.0071748502617142015,0.0
188,2,20,525,0.0059492107380420866,0.0
189,2,21,391,0.004781120078258743,0.0
190,2,22,344,0.004073319755600814,0.0
191,2,23,319,0.0037124103900940324,0.0
192,2,24,298,0.0033896762745410287,0.0
193,2,25,258,0.002866029771161964,0.0
194,2,26,240,0.0026446863842729314,0.0
195,2,27,237,0.00242745792918378,0.0
196,2,28,272,0.0020798287199877657,0.0
197,2,29,399,0.002161441827962232,0.0
198,2,30,552,0.002556360335661227,0.0
199,2,31,649,0.002940190455480352,0.0
200,2,32,766,0.003564631042072884,0.0
201,2,33,733,0.0037117306893792853,0.0
202,2,34,787,0.0041366405432822955,0.0
203,2,35,842,0.004456158177738262,0.0
204,2,36,829,0.004595318207770467,0.0
205,2,37,813,0.004908619971381477,0.0
206,2,38,771,0.005475852272727273,0.0
207,2,39,749,0.006294487911053592,0.0
208,2,40,787,0.006950945929236368,0.0
209,2,41,711,0.006459584442486077,0.0
210,2,42,643,0.006262966678679614,0.0
211,2,43,595,0.005952321405348086,0.0
212,2,44,493,0.005211471580037844,0.0
213,2,45,395,0.004438900501202436,0.0
214,2,46,364,0.004111554144875807,0.0
215,2,47,257,0.0028622978571746782,0.0
216,2,48,242,0.002568075217012968,0.0
217,2,49,236,0.0024730427857359923,0.0
218,2,50,241,0.0025597178999691985,0.0
219,2,51,240,0.002383174786010764,0.0
220,2,52,276,0.002213844549610973,0.0
221,2,53,451,0.002714365675010382,0.0
222,2,54,570,0.0028505558583923865,0.0
223,2,55,623,0.00300746798229311,0.0
224,2,56,733,0.0036066977311755475,0.0
225,2,57,741,0.003911838458492807,0.0
226,2,58,748,0.004029846725749535,0.0
227,2,59,810,0.004366529740919236,0.0
228,2,60,878,0.0050157097972007994,0.0
229,2,61,811,0.005076491649765893,0.0
230,2,62,817,0.005746115921031347,0.0
231,2,63,753,0.0060048325744224435,0.0
232,2,64,742,0.0063037346654433,0.0
233,2,65,771,0.006608949082804732,0.0
234,2,66,693,0.006272855642854557,0.0
235,2,67,665,0.006379998464962775,0.0
236,2,68,567,0.00583321330836814,0.0
237,2,69,479,0.0053388914276797554,0.0
238,2,70,349,0.003871067926704823,0.0
239,2,71,272,0.0029957926735246824,0.0
240,2,72,231,0.002447967445212157,0.0
241,2,73,241,0.002499844408024397,0.0
242,2,74,242,0.0025577339745283516,0.0
243,2,75,240,0.0023487042981288654,0.0
244,2,76,319,0.0023392584770620672,0.0
245,2,77,414,0.002151599407530598,0.0
246,2,78,588,0.0025375672153220724,0.0
247,2,79,669,0.0028229873028867048,0.0
248,2,80,741,0.0031993299109282372,0.0
249,2,81,763,0.003534583794651336,0.0
250,2,82,749,0.003624871750198424,0.0
251,2,83,767,0.003742540536056719,0.0
252,2,84,824,0.004276076803321225,0.0
253,2,85,784,0.004488798044166567,0.0
254,2,86,798,0.0053703741091437685,0.0
255,2,87,699,0.005700026909998287,0.0
256,2,88,735,0.006407685735706938,0.0
257,2,89,742,0.006704072136539,0.0
258,2,90,750,0.007251631617113851,0.0
259,2,91,626,0.006515946373553168,0.0
260,2,92,517,0.005855702797598822,0.0
261,2,93,418,0.005144805346658954,0.0
262,2,94,317,0.0039356392620366,0.0
263,2,95,277,0.0034440742030138758,0.0
264,2,96,286,0.0034675913576953854,0.0
265,2,97,191,0.002245817018824885,0.0
266,2,98,242,0.0028533698061595056,0.0
267,2,99,255,0.0027071500610435797,0.0
268,2,100,310,0.0023702661579514785,0.0
269,2,101,412,0.002192387307567461,0.0
270,2,102,561,0.002612911789774712,0.0
271,2,103,583,0.0027153789187854853,0.0
272,2,104,675,0.0032457072516312684,0.0
273,2,105,693,0.003658536585365854,0.0
274,2,106,718,0.003979228207075046,0.0
275,2,107,791,0.004525093962918256,0.0
276,2,108,773,0.004767837757820981,0.0
277,2,109,704,0.004780595129768712,0.0
278,2,110,744,0.006064657069727254,0.0
279,2,111,704,0.006961199224775541,0.0
280,2,112,609,0.00673627856558193,0.0
281,2,113,638,0.007671219699884571,0.0
282,2,114,663,0.008462353376644926,0.0
283,2,115,608,0.008088871150136366,0.0
284,2,116,462,0.006600188576816481,0.0
285,2,117,476,0.007519866032638746,0.0
286,2,118,351,0.005938382932647571,0.0
287,2,119,291,0.005243432195754802,0.0
288,2,120,235,0.004355481419701603,0.0
289,2,121,237,0.00437455008582978,0.0
290,2,122,192,0.003438333840726348,0.0
291,2,123,206,0.003411386745272083,0.0
292,2,124,299,0.004315321556402263,0.0
293,2,125,353,0.0042929415770783675,0.0
294,2,126,533,0.00563734822524009,0.0
295,2,127,565,0.005478628500504228,0.0
296,2,128,691,0.006413588268052719,0.0
297,2,129,685,0.00638962734947064,0.0
298,2,130,743,0.007093891424315912,0.0
299,2,131,748,0.007365829640571147,0.0
300,2,132,748,0.007645134914145544,0.0
301,2,133,733,0.008020220145742609,0.0
302,2,134,726,0.008499379521880634,0.0
303,2,135,665,0.008291563801401461,0.0
304,2,136,655,0.008470411752534657,0.0
305,2,137,629,0.008382642998027613,0.0
306,2,138,589,0.007982111397208294,0.0
307,2,139,592,0.007968771032440437,0.0
308,2,140,532,0.007179002766345051,0.0
309,2,141,488,0.007107279135475227,0.0
310,2,142,330,0.005141628493970272,0.0
311,2,143,286,0.004836309523809524,0.0
312,2,144,221,0.0038498388642104345,0.0
313,2,145,218,0.00381706121305505,0.0
314,2,146,221,0.003643858202802968,0.0
315,2,147,222,0.0035156621163652487,0.0
316,2,148,253,0.00369953353707576,0.0
317,2,149,340,0.004386926957666155,0.0
318,2,150,416,0.004849615294940546,0.0
319,2,151,498,0.00530176406085318,0.0
320,2,152,539,0.005459720632476728,0.0
321,2,153,632,0.006259842909638375,0.0
322,2,154,729,0.0071347478860006265,0.0
323,2,155,746,0.007377738218859714,0.0
324,2,156,725,0.007297506769066623,0.0
325,2,157,751,0.008017850660858796,0.0
326,2,158,682,0.0078162605725812,0.0
327,2,159,704,0.008170750107357157,0.0
328,2,160,633,0.007114837752475582,0.0
329,2,161,739,0.007521705055522194,0.0
330,2,162,659,0.006930932573279625,0.0
331,2,163,642,0.006958369010329168,0.0
332,2,164,578,0.006404361170513346,0.0
333,2,165,471,0.005421145922055201,0.0
334,2,166,367,0.004093834707240621,0.0
335,2,167,279,0.0031417503716048827,0.0
336,3,0,271,0.003005100909292526,0.0
337,3,1,270,0.0029580936729663105,0.0
338,3,2,266,0.0029190992493744786,0.0
339,3,3,254,0.0024740902361100286,0.0
340,3,4,269,0.0018079171987364741,0.0
341,3,5,441,0.002173516611876962,0.0
342,3,6,575,0.002677494610086937,0.0
343,3,7,688,0.003362510935491596,0.0
344,3,8,867,0.004472322667505764,0.0
345,3,9,876,0.00503381736896847,0.0
346,3,10,926,0.005615592669407755,0.0
347,3,11,980,0.0060305836743484815,0.0
348,3,12,927,0.00596037986973323,0.0
349,3,13,954,0.006616958557308826,0.0
350,3,14,842,0.006696996691270043,0.0
351,3,15,776,0.007194844930693987,0.0
352,3,16,769,0.007366605996742983,0.0
353,3,17,721,0.0070546564646484415,0.0
354,3,18,678,0.007031079861867281,0.0
355,3,19,621,0.006754698920988514,0.0
356,3,20,477,0.005591110485969477,0.0
357,3,21,461,0.005731193356291259,0.0
358,3,22,284,0.003500727263762542,0.0
359,3,23,273,0.003256746116956553,0.0
360,3,24,268,0.003069663024305317,0.0
361,3,25,247,0.0027789966359514405,0.0
362,3,26,230,0.0025683115026855605,0.0
363,3,27,235,0.002351928581436778,0.0
364,3,28,285,0.0019438268152614277,0.0
365,3,29,429,0.0019374243546434959,0.0
366,3,30,517,0.0020612309176663837,0.0
367,3,31,659,0.0026956052226839882,0.0
368,3,32,750,0.0032137256078226366,0.0
369,3,33,738,0.0035709619823193835,0.0
370,3,34,756,0.00383662863870732,0.0
371,3,35,845,0.004400399941675172,0.0
372,3,36,815,0.004522426240060373,0.0
373,3,37,796,0.004909065119118835,0.0
374,3,38,785,0.00574372032106299,0.0
375,3,39,712,0.006250329195709043,0.0
376,3,40,733,0.006900901918695513,0.0
377,3,41,708,0.006932612654955643,0.0
378,3,42,657,0.0067552283616771885,0.0
379,3,43,587,0.006346837933979911,0.0
380,3,44,481,0.005544796421819523,0.0
381,3,45,421,0.005254749244863826,0.0
382,3,46,264,0.003279584585952446,0.0
383,3,47,261,0.00316986081760548,0.0
384,3,48,261,0.003089817807294811,0.0
385,3,49,235,0.0026995979322228603,0.0
386,3,50,228,0.0026467925053980635,0.0
387,3,51,242,0.0026637900669249735,0.0
388,3,52,281,0.002473874651148459,0.0
389,3,53,403,0.002589325297643907,0.0
390,3,54,546,0.002916838062065613,0.0
391,3,55,594,0.003000151522804182,0.0
392,3,56,688,0.0035030549898167006,0.0
393,3,57,791,0.0043430755124115325,0.0
394,3,58,763,0.004268221052454927,0.0
395,3,59,808,0.0045456846937569975,0.0
396,3,60,751,0.004501777332861776,0.0
397,3,61,787,0.005142547227141149,0.0
398,3,62,793,0.0060096244931984386,0.0
399,3,63,726,0.006415637896448423,0.0
400,3,64,738,0.0069717351874244255,0.0
401,3,65,667,0.0064476838604902945,0.0
402,3,66,619,0.0063072518111696434,0.0
403,3,67,582,0.0062397478369946285,0.0
404,3,68,485,0.005551549282877191,0.0
405,3,69,441,0.0053165838838790565,0.0
406,3,70,316,0.0038097993827160494,0.0
407,3,71,280,0.00332509975299259,0.0
408,3,72,258,0.0030059069566939684,0.0
409,3,73,231,0.0026266117845041275,0.0
410,3,74,243,0.0027946774620188383,0.0
411,3,75,231,0.0024812296587503626,0.0
412,3,76,260,0.0020601402480091915,0.0
413,3,77,414,0.0023078724092181107,0.0
414,3,78,502,0.0023869525937901194,0.0
415,3,79,618,0.002900155801250164,0.0
416,3,80,683,0.003247772208960618,0.0
417,3,81,782,0.004064068850107579,0.0
418,3,82,824,0.004376739541504663,0.0
419,3,83,760,0.0041058887088060506,0.0
420,3,84,844,0.004841559395149262,0.0
421,3,85,778,0.004877773528360679,0.0
422,3,86,754,0.005647474739909071,0.0
423,3,87,711,0.006402924993020722,0.0
424,3,88,741,0.007091180523656408,0.0
425,3,89,660,0.006486613987498526,0.0
426,3,90,665,0.007054206004030975,0.0
427,3,91,550,0.006232577113976837,0.0
428,3,92,413,0.005056069732138485,0.0
429,3,93,379,0.005073288267184258,0.0
430,3,94,272,0.0035864033121489414,0.0
431,3,95,235,0.003078979089146271,0.0
432,3,96,201,0.002585209003215434,0.0
433,3,97,207,0.002574210637583475,0.0
434,3,98,232,0.002893345305796668,0.0
435,3,99,207,0.002344546381243629,0.0
436,3,100,271,0.0021932486787902333,0.0
437,3,101,335,0.001846360740307984,0.0
438,3,102,467,0.0022148341719982357,0.0
439,3,103,591,0.0028441492817440264,0.0
440,3,104,573,0.0029481071402846235,0.0
441,3,105,614,0.0035433570711326046,0.0
442,3,106,603,0.003464820294768294,0.0
443,3,107,635,0.0036795809333966876,0.0
444,3,108,706,0.004470165130179313,0.0
445,3,109,736,0.005262555771650841,0.0
446,3,110,723,0.006232275082105699,0.0
447,3,111,616,0.006492890495715325,0.0
448,3,112,675,0.007942765023592953,0.0
449,3,113,794,0.009709331474620003,0.0
450,3,114,641,0.00824935974158012,0.0
451,3,115,637,0.008806005225541562,0.0
452,3,116,469,0.006753156992901265,0.0
453,3,117,481,0.007478582645334826,0.0
454,3,118,327,0.005504587155963303,0.0
455,3,119,256,0.004550787499555588,0.0
456,3,120,229,0.004181808221179306,0.0
457,3,121,196,0.0035735774062391743,0.0
458,3,122,204,0.0036668883576294643,0.0
459,3,123,209,0.003461583053149378,0.0
460,3,124,246,0.0036036036036036037,0.0
461,3,125,359,0.004537927721808598,0.0
462,3,126,495,0.005487318197942533,0.0
463,3,127,575,0.005861365953109072,0.0
464,3,128,648,0.006349828515433611,0.0
465,3,129,721,0.007200279622509612,0.0
466,3,130,736,0.0075285645605098145,0.0
467,3,131,711,0.007560130149075984,0.0
468,3,132,729,0.008029430229868599,0.0
469,3,133,689,0.007993781325413032,0.0
470,3,134,690,0.008610040055403737,0.0
471,3,135,595,0.008015519122738478,0.0
472,3,136,622,0.008688728400407896,0.0
473,3,137,614,0.008696514312422986,0.0
474,3,138,647,0.009230857028719806,0.0
475,3,139,556,0.007897166394432213,0.0
476,3,140,484,0.006863301191151447,0.0
477,3,141,430,0.006598735498127801,0.0
478,3,142,353,0.005731542970335612,0.0
479,3,143,260,0.00457223248043612,0.0
480,3,144,236,0.004264700567422025,0.0
481,3,145,207,0.00377847546728972,0.0
482,3,146,179,0.003219077078013164,0.0
483,3,147,218,0.0036725686079617246,0.0
484,3,148,224,0.0034344239673729723,0.0
485,3,149,311,0.0042179214191745895,0.0
486,3,150,398,0.004829159386526888,0.0
487,3,151,519,0.005864473044893162,0.0
488,3,152,645,0.006732425238766244,0.0
489,3,153,724,0.007446184858738468,0.0
490,3,154,719,0.007430372552059112,0.0
491,3,155,775,0.007970381035635316,0.0
492,3,156,766,0.008194792134711257,0.0
493,3,157,698,0.007611196528073102,0.0
494,3,158,733,0.008393834596798204,0.0
495,3,159,731,0.008615101766626203,0.0
496,3,160,690,0.007674084948783824,0.0
497,3,161,648,0.0067109228554562495,0.0
498,3,162,671,0.007302129697141178,0.0
499,3,163,646,0.007269862705379248,0.0
500,3,164,472,0.005433718989236171,0.0
501,3,165,384,0.004668352460610776,0.0
502,3,166,272,0.0032792814515642896,0.0
503,3,167,256,0.0030369535559641734,0.0
504,4,0,218,0.0025666686289515512,0.0
505,4,1,271,0.0030744097927325946,0.0
506,4,2,255,0.0028213894513227336,0.0
507,4,3,264,0.002476408457310095,0.0
508,4,4,290,0.0017520329623856648,0.0
509,4,5,396,0.00157913626031822,0.0
510,4,6,559,0.002011348467021441,0.0
511,4,7,691,0.0026578456449410544,0.0
512,4,8,727,0.00294435691923876,0.0
513,4,9,776,0.0035482395976223135,0.0
514,4,10,848,0.004103040507848032,0.0
515,4,11,805,0.004024235395274898,0.0
516,4,12,754,0.0040184186403462024,0.0
517,4,13,824,0.004832476116190554,0.0
518,4,14,811,0.005746556317669066,0.0
519,4,15,793,0.006875265517032105,0.0
520,4,16,766,0.007195190681946271,0.0
521,4,17,716,0.007008065147600031,0.0
522,4,18,723,0.007616138207099968,0.0
523,4,19,678,0.007528565242013391,0.0
524,4,20,540,0.006430178973314757,0.0
525,4,21,428,0.005473145780051151,0.0
526,4,22,306,0.003909643788010426,0.0
527,4,23,244,0.0030976653251913824,0.0
528,4,24,253,0.0031403604587657017,0.0
529,4,25,245,0.0029316038864691525,0.0
530,4,26,266,0.0031661766631354673,0.0
531,4,27,285,0.0031304920913884007,0.0
532,4,28,266,0.0022022602144305997,0.0
533,4,29,418,0.002441888315739664,0.0
534,4,30,536,0.002675986020968547,0.0
535,4,31,697,0.003399303557319964,0.0
536,4,32,770,0.003815867069067194,0.0
537,4,33,776,0.0042195698866262475,0.0
538,4,34,840,0.004722364330408091,0.0
539,4,35,827,0.00472749722752581,0.0
540,4,36,779,0.004712928791820436,0.0
541,4,37,858,0.005718665644682907,0.0
542,4,38,883,0.006840453964442035,0.0
543,4,39,826,0.007618239504168818,0.0
544,4,40,778,0.0077415246226255514,0.0
545,4,41,690,0.00721719575336018,0.0
546,4,42,683,0.007566357956307883,0.0
547,4,43,576,0.0067605633802816905,0.0
548,4,44,484,0.005874927170324335,0.0
549,4,45,451,0.005861710423706784,0.0
550,4,46,331,0.004298589647022156,0.0
551,4,47,268,0.003467325631040327,0.0
552,4,48,236,0.0030022007658156193,0.0
553,4,49,243,0.0029991854064328207,0.0
554,4,50,203,0.002506018147027961,0.0
555,4,51,216,0.0025158404770778977,0.0
556,4,52,290,0.0027197103977342,0.0
557,4,53,466,0.0032662559314787167,0.0
558,4,54,561,0.003213960389800116,0.0
559,4,55,671,0.0036695140491528945,0.0
560,4,56,794,0.004324642291080017,0.0
561,4,57,737,0.004327936625383906,0.0
562,4,58,815,0.004892397274664586,0.0
563,4,59,830,0.004980468164007417,0.0
564,4,60,810,0.0051426285815868505,0.0
565,4,61,771,0.0053271609203344155,0.0
566,4,62,749,0.0060593312892865524,0.0
567,4,63,730,0.0069884546899232226,0.0
568,4,64,664,0.0067140560381002455,0.0
569,4,65,696,0.007177329538423463,0.0
570,4,66,660,0.007259208746246659,0.0
571,4,67,603,0.007083450803495912,0.0
572,4,68,457,0.005823436464651614,0.0
573,4,69,414,0.005748243592235706,0.0
574,4,70,277,0.003828452171990104,0.0
575,4,71,234,0.003095074334691286,0.0
576,4,72,249,0.0031756963575145392,0.0
577,4,73,237,0.002986127735708796,0.0
578,4,74,221,0.0027929783765339266,0.0
579,4,75,255,0.0029426359093898936,0.0
580,4,76,265,0.002188834466296079,0.0
581,4,77,398,0.0022167391655480858,0.0
582,4,78,521,0.0023974966637522435,0.0
583,4,79,652,0.002925301615645877,0.0
584,4,80,601,0.0027444426178603394,0.0
585,4,81,709,0.0035241896600573613,0.0
586,4,82,723,0.0037183324590366277,0.0
587,4,83,762,0.003937394395671967,0.0
588,4,84,729,0.004020050622859695,0.0
589,4,85,757,0.0046036707736842744,0.0
590,4,86,740,0.005478802955592081,0.0
591,4,87,622,0.005648486169381936,0.0
592,4,88,703,0.007008693571542511,0.0
593,4,89,770,0.008180002549611185,0.0
594,4,90,677,0.007771158327306955,0.0
595,4,91,597,0.0071100207226734635,0.0
596,4,92,476,0.005960729312762973,0.0
597,4,93,396,0.005463274653716682,0.0
598,4,94,282,0.003948860851665663,0.0
599,4,95,248,0.0034587116299178555,0.0
600,4,96,166,0.0022611183000749166,0.0
601,4,97,230,0.003006614552014432,0.0
602,4,98,205,0.0026205115749913716,0.0
603,4,99,264,0.003033367037411527,0.0
604,4,100,269,0.002225697288620812,0.0
605,4,101,351,0.0020097797831041078,0.0
606,4,102,517,0.002551763283235853,0.0
607,4,103,556,0.0027409821195285115,0.0
608,4,104,732,0.0036927733636019674,0.0
609,4,105,755,0.004205472126910565,0.0
610,4,106,717,0.004210711768851304,0.0
611,4,107,729,0.004377983965408522,0.0
612,4,108,742,0.004792724360216512,0.0
613,4,109,726,0.005190534067348252,0.0
614,4,110,709,0.006217062284616936,0.0
615,4,111,697,0.007531633943139946,0.0
616,4,112,625,0.007704065281167566,0.0
617,4,113,644,0.008787490107251043,0.0
618,4,114,577,0.00843875685557587,0.0
619,4,115,544,0.008339209614618145,0.0
620,4,116,492,0.007806673754026308,0.0
621,4,117,407,0.0069283671523900315,0.0
622,4,118,321,0.005974204835197558,0.0
623,4,119,259,0.005060768298878424,0.0
624,4,120,250,0.004967117680952097,0.0
625,4,121,213,0.004192913385826772,0.0
626,4,122,197,0.003779594029392579,0.0
627,4,123,234,0.004178795292604961,0.0
628,4,124,235,0.0036010910539703944,0.0
629,4,125,325,0.004215195455370808,0.0
630,4,126,486,0.005585372300690701,0.0
631,4,127,563,0.005877501592040839,0.0
632,4,128,626,0.006218028308914825,0.0
633,4,129,718,0.007163809789874883,0.0
634,4,130,722,0.007430582714118107,0.0
635,4,131,748,0.007926499729778418,0.0
636,4,132,755,0.008357131788094132,0.0
637,4,133,742,0.008711680931750673,0.0
638,4,134,661,0.008328293518798508,0.0
639,4,135,674,0.00926231310466139,0.0
640,4,136,658,0.009621148981591145,0.0
641,4,137,571,0.008540999790588446,0.0
642,4,138,564,0.008693909638832797,0.0
643,4,139,492,0.0074916632406011605,0.0
644,4,140,453,0.006896026792510276,0.0
645,4,141,389,0.006583401028973734,0.0
646,4,142,310,0.005683589094842601,0.0
647,4,143,200,0.003831270832535152,0.0
648,4,144,128,0.002524903836670283,0.0
649,4,145,197,0.0038663081663493806,0.0
650,4,146,174,0.00330177043207651,0.0
651,4,147,210,0.0037569772434521255,0.0
652,4,148,251,0.0040586646831492655,0.0
653,4,149,282,0.003983219627950337,0.0
654,4,150,390,0.00492088727382845,0.0
